claim_id,claim_text,citekey,evidence_type,source_block_id,page,locator_status,read_status,evidence_usage_status,strength,risk,used_in_manuscript,source_path
C001,图书馆短视频研究可从“平台运营策略”推进到“内容/设计因素与互动效果的实证分析”。,cnki_2021_d35f8e895a,literature,cnki_2021_d35f8e895a:B0006,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md
C001,图书馆短视频研究可从“平台运营策略”推进到“内容/设计因素与互动效果的实证分析”。,cnki_2021_d35f8e895a,literature,cnki_2021_d35f8e895a:B0009,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md
C001,图书馆短视频研究可从“平台运营策略”推进到“内容/设计因素与互动效果的实证分析”。,cnki_2021_d35f8e895a,literature,cnki_2021_d35f8e895a:B0010,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md
C001,图书馆短视频研究可从“平台运营策略”推进到“内容/设计因素与互动效果的实证分析”。,cnki_2021_d35f8e895a,literature,cnki_2021_d35f8e895a:B0011,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md
C002,阅读推广短视频影响因素研究可以走“大样本社会化账号 + 文本挖掘/图像识别 + 回归”的方法路线。,cnki_2021_dfab60236e,literature,cnki_2021_dfab60236e:B0004,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_dfab60236e/paper.md
C002,阅读推广短视频影响因素研究可以走“大样本社会化账号 + 文本挖掘/图像识别 + 回归”的方法路线。,cnki_2021_dfab60236e,literature,cnki_2021_dfab60236e:B0008,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_dfab60236e/paper.md
C002,阅读推广短视频影响因素研究可以走“大样本社会化账号 + 文本挖掘/图像识别 + 回归”的方法路线。,cnki_2021_dfab60236e,literature,cnki_2021_dfab60236e:B0010,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_dfab60236e/paper.md
C002,阅读推广短视频影响因素研究可以走“大样本社会化账号 + 文本挖掘/图像识别 + 回归”的方法路线。,cnki_2021_dfab60236e,literature,cnki_2021_dfab60236e:B0013,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_dfab60236e/paper.md
C003,在该社会化账号样本中，内容可读性、内容网络热词、标题可读性、标题互文性、15-60 秒时长与传播效果正相关；标题长度、标题标签、企业认证与传播效果负相关。,cnki_2021_dfab60236e,literature,cnki_2021_dfab60236e:B0013,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_dfab60236e/paper.md
C003,在该社会化账号样本中，内容可读性、内容网络热词、标题可读性、标题互文性、15-60 秒时长与传播效果正相关；标题长度、标题标签、企业认证与传播效果负相关。,cnki_2021_dfab60236e,literature,cnki_2021_dfab60236e:B0014,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_dfab60236e/paper.md
C003,在该社会化账号样本中，内容可读性、内容网络热词、标题可读性、标题互文性、15-60 秒时长与传播效果正相关；标题长度、标题标签、企业认证与传播效果负相关。,cnki_2021_dfab60236e,literature,cnki_2021_dfab60236e:B0015,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_dfab60236e/paper.md
C003,在该社会化账号样本中，内容可读性、内容网络热词、标题可读性、标题互文性、15-60 秒时长与传播效果正相关；标题长度、标题标签、企业认证与传播效果负相关。,cnki_2021_dfab60236e,literature,cnki_2021_dfab60236e:B0016,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_dfab60236e/paper.md
C004,在该研究中，标题句型、背景音乐情感类型、制作类别、内容主题、信息类型与传播互动指数存在显著差异。,cnki_2021_d35f8e895a,literature,cnki_2021_d35f8e895a:B0011,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md
C004,在该研究中，标题句型、背景音乐情感类型、制作类别、内容主题、信息类型与传播互动指数存在显著差异。,cnki_2021_d35f8e895a,literature,cnki_2021_d35f8e895a:B0012,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md
C004,在该研究中，标题句型、背景音乐情感类型、制作类别、内容主题、信息类型与传播互动指数存在显著差异。,cnki_2021_d35f8e895a,literature,cnki_2021_d35f8e895a:B0013,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md
C005,标题长度、视频时长、与邻近视频的相关或连续性在该研究中未表现出显著影响。,cnki_2021_d35f8e895a,literature,cnki_2021_d35f8e895a:B0012,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md
C005,标题长度、视频时长、与邻近视频的相关或连续性在该研究中未表现出显著影响。,cnki_2021_d35f8e895a,literature,cnki_2021_d35f8e895a:B0013,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md
C005,标题长度、视频时长、与邻近视频的相关或连续性在该研究中未表现出显著影响。,cnki_2021_d35f8e895a,literature,cnki_2021_d35f8e895a:B0014,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md
C006,图书馆短视频运营的实践问题包括开通比例低、作品数量少、优质内容少。,cnki_2021_d35f8e895a,literature,cnki_2021_d35f8e895a:B0008,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md
C007,该文对本项目的启发是：后续选题应同时处理“服务/知识价值”和“平台互动机制”，不能只写泛泛运营建议。,cnki_2021_d35f8e895a,literature,cnki_2021_d35f8e895a:B0014,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md
C007,该文对本项目的启发是：后续选题应同时处理“服务/知识价值”和“平台互动机制”，不能只写泛泛运营建议。,cnki_2021_d35f8e895a,literature,cnki_2021_d35f8e895a:B0015,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md
C007,该文对本项目的启发是：后续选题应同时处理“服务/知识价值”和“平台互动机制”，不能只写泛泛运营建议。,cnki_2021_d35f8e895a,literature,cnki_2021_d35f8e895a:B0016,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md
C008,早期图书馆抖音账号存在低开通、弱影响、运营不规范、互动不足和原创优质内容不足等问题。,cnki_2020_64b4f881c9,literature,cnki_2020_64b4f881c9:B0003,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2020_64b4f881c9/paper.md
C008,早期图书馆抖音账号存在低开通、弱影响、运营不规范、互动不足和原创优质内容不足等问题。,cnki_2020_64b4f881c9,literature,cnki_2020_64b4f881c9:B0006,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2020_64b4f881c9/paper.md
C009,公共图书馆短视频服务问题不只在内容技巧，也在规划、团队、定位、线上线下转化和合作机制。,cnki_2021_7556aafa99,literature,cnki_2021_7556aafa99:B0003,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_7556aafa99/paper.md
C009,公共图书馆短视频服务问题不只在内容技巧，也在规划、团队、定位、线上线下转化和合作机制。,cnki_2021_7556aafa99,literature,cnki_2021_7556aafa99:B0004,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_7556aafa99/paper.md
C009,公共图书馆短视频服务问题不只在内容技巧，也在规划、团队、定位、线上线下转化和合作机制。,cnki_2021_7556aafa99,literature,cnki_2021_7556aafa99:B0013,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_7556aafa99/paper.md
C009,公共图书馆短视频服务问题不只在内容技巧，也在规划、团队、定位、线上线下转化和合作机制。,cnki_2021_7556aafa99,literature,cnki_2021_7556aafa99:B0019,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_7556aafa99/paper.md
C010,热门图书馆短视频常见特征包括标题详尽、话题引导、字幕、实拍/采访、知识普及、社会文化主题、名人角色和强情绪色彩。,cnki_2020_2a150c6df8,literature,cnki_2020_2a150c6df8:B0003,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2020_2a150c6df8/paper.md
C010,热门图书馆短视频常见特征包括标题详尽、话题引导、字幕、实拍/采访、知识普及、社会文化主题、名人角色和强情绪色彩。,cnki_2020_2a150c6df8,literature,cnki_2020_2a150c6df8:B0014,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2020_2a150c6df8/paper.md
C011,公共图书馆短视频营销可被转译为数字阅读推广服务设计，重点包括情感营销、渠道营销、互动营销和线上线下转化。,cnki_2021_5530e86157,literature,cnki_2021_5530e86157:B0001,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_5530e86157/paper.md
C011,公共图书馆短视频营销可被转译为数字阅读推广服务设计，重点包括情感营销、渠道营销、互动营销和线上线下转化。,cnki_2021_5530e86157,literature,cnki_2021_5530e86157:B0003,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_5530e86157/paper.md
C011,公共图书馆短视频营销可被转译为数字阅读推广服务设计，重点包括情感营销、渠道营销、互动营销和线上线下转化。,cnki_2021_5530e86157,literature,cnki_2021_5530e86157:B0007,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_5530e86157/paper.md
C011,公共图书馆短视频营销可被转译为数字阅读推广服务设计，重点包括情感营销、渠道营销、互动营销和线上线下转化。,cnki_2021_5530e86157,literature,cnki_2021_5530e86157:B0008,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_5530e86157/paper.md
C011,公共图书馆短视频营销可被转译为数字阅读推广服务设计，重点包括情感营销、渠道营销、互动营销和线上线下转化。,cnki_2021_5530e86157,literature,cnki_2021_5530e86157:B0013,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_5530e86157/paper.md
C012,公共图书馆与高校图书馆短视频营销可以通过馆型差异、平台差异和 AARRR 用户生命周期共同分析。,cnki_2021_3771e58987,literature,cnki_2021_3771e58987:B0005,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_3771e58987/paper.md
C012,公共图书馆与高校图书馆短视频营销可以通过馆型差异、平台差异和 AARRR 用户生命周期共同分析。,cnki_2021_3771e58987,literature,cnki_2021_3771e58987:B0007,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_3771e58987/paper.md
C012,公共图书馆与高校图书馆短视频营销可以通过馆型差异、平台差异和 AARRR 用户生命周期共同分析。,cnki_2021_3771e58987,literature,cnki_2021_3771e58987:B0009,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_3771e58987/paper.md
C012,公共图书馆与高校图书馆短视频营销可以通过馆型差异、平台差异和 AARRR 用户生命周期共同分析。,cnki_2021_3771e58987,literature,cnki_2021_3771e58987:B0016,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2021_3771e58987/paper.md
C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,literature,cnki_2023_34348faa1e:B0005,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md
C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,literature,cnki_2023_34348faa1e:B0006,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md
C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,literature,cnki_2023_34348faa1e:B0007,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md
C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,literature,cnki_2023_34348faa1e:B0008,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md
C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,literature,cnki_2023_34348faa1e:B0009,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md
C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,literature,cnki_2023_34348faa1e:B0010,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md
C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,literature,cnki_2023_34348faa1e:B0011,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md
C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,literature,cnki_2023_34348faa1e:B0012,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md
C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,literature,cnki_2023_34348faa1e:B0013,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md
C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,literature,cnki_2023_34348faa1e:B0014,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md
C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,literature,cnki_2023_34348faa1e:B0015,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md
C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,literature,cnki_2023_34348faa1e:B0016,,page_pending,skimmed,candidate,candidate,needs_human_validation;page_locator_pending;page_missing,false,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md
C014,图书馆短视频账号传播力可以用账号层多指标综合评价描述，但传播力不等于服务价值。,cnki_2021_645f03f388,literature,cnki_2021_645f03f388:B0004,2,page_located_needs_human_check,skimmed,candidate,candidate,needs_human_validation,false,projects/library_short_video/literature/readers/cnki_2021_645f03f388/paper.md
C014,图书馆短视频账号传播力可以用账号层多指标综合评价描述，但传播力不等于服务价值。,cnki_2021_645f03f388,literature,cnki_2021_645f03f388:B0005,3,page_located_needs_human_check,skimmed,candidate,candidate,needs_human_validation,false,projects/library_short_video/literature/readers/cnki_2021_645f03f388/paper.md
C014,图书馆短视频账号传播力可以用账号层多指标综合评价描述，但传播力不等于服务价值。,cnki_2021_645f03f388,literature,cnki_2021_645f03f388:B0006,3,page_located_needs_human_check,skimmed,candidate,candidate,needs_human_validation,false,projects/library_short_video/literature/readers/cnki_2021_645f03f388/paper.md
C014,图书馆短视频账号传播力可以用账号层多指标综合评价描述，但传播力不等于服务价值。,cnki_2021_645f03f388,literature,cnki_2021_645f03f388:B0007,4,page_located_needs_human_check,skimmed,candidate,candidate,needs_human_validation,false,projects/library_short_video/literature/readers/cnki_2021_645f03f388/paper.md
C014,图书馆短视频账号传播力可以用账号层多指标综合评价描述，但传播力不等于服务价值。,cnki_2021_645f03f388,literature,cnki_2021_645f03f388:B0008,5,page_located_needs_human_check,skimmed,candidate,candidate,needs_human_validation,false,projects/library_short_video/literature/readers/cnki_2021_645f03f388/paper.md
C014,图书馆短视频账号传播力可以用账号层多指标综合评价描述，但传播力不等于服务价值。,cnki_2021_645f03f388,literature,cnki_2021_645f03f388:B0009,5,page_located_needs_human_check,skimmed,candidate,candidate,needs_human_validation,false,projects/library_short_video/literature/readers/cnki_2021_645f03f388/paper.md
C014,图书馆短视频账号传播力可以用账号层多指标综合评价描述，但传播力不等于服务价值。,cnki_2021_645f03f388,literature,cnki_2021_645f03f388:B0010,6,page_located_needs_human_check,skimmed,candidate,candidate,needs_human_validation,false,projects/library_short_video/literature/readers/cnki_2021_645f03f388/paper.md
C014,图书馆短视频账号传播力可以用账号层多指标综合评价描述，但传播力不等于服务价值。,cnki_2021_645f03f388,literature,cnki_2021_645f03f388:B0011,7,page_located_needs_human_check,skimmed,candidate,candidate,needs_human_validation,false,projects/library_short_video/literature/readers/cnki_2021_645f03f388/paper.md
